DATD4VW7XF9JZFGA,4.2 stars,Arunkumar Mari...,04 Apr 2012,Good Product to use with BSNL 3G,,90%,78
DATD4VW7XF9JZFGA,5 stars,Samyak Sahoo,26 Dec 2011,ALL-IN-ONE (A1) DEVICE,,90%,78
DATD4VW7XF9JZFGA,5 stars,JUGANTA MIKIR,22 Jan 2012,SIMPLY FANTASTIC!!!,,90%,78
DATD4VW7XF9JZFGA,4 stars,Sagar Lonkar,31 Dec 2011,"Gr8 Product , Gr8 Flipkart Service",,90%,78
DATD4VW7XF9JZFGA,5 stars,Jayanth Royal,04 Apr 2012,LIKE CHINA PHONE(NO WARRENTY),,90%,78
DATD4VW7XF9JZFGA,1 star,anish,12 Jul 2014,good product flipkart service very nice..,,90%,78
DATD4VW7XF9JZFGA,5 stars,Karthik,02 Jul 2014,Good one,,90%,78
DATD4VW7XF9JZFGA,5 stars,AJIT SAHU,29 Jun 2014,Great Buying Experience but little doubt about product,,90%,78
DATD4VW7XF9JZFGA,4 stars,Sridhar Tandra,26 Jun 2014,Good but can do better,,90%,78
